osmid,lat,lon
3252770293,37.5763533,127.0298731
3252770297,37.5745539,127.0299768
3252770298,37.5740037,127.0300132
3252770300,37.5754986,127.0299233
3252770312,37.5750156,127.0299553
3252770527,37.5745714,127.0283005
3252770530,37.5739896,127.0287789
3252770531,37.5745564,127.0287285
3252770532,37.5739773,127.0277017
3252770534,37.5744601,127.027659
3252777597,37.572572,127.0276558
3252777598,37.5725495,127.0281379
3252777603,37.5724308,127.0305447
3252777606,37.5711897,127.0304295
3252777609,37.572452,127.0299022
3252777613,37.57252,127.0286493
3252777614,37.5738555,127.0288177
3252777615,37.5733768,127.0282294
3252777616,37.5733619,127.0287554
3252777617,37.573374,127.0306342
3252777618,37.5733789,127.0299625
3252777621,37.5710203,127.0280245
3252777629,37.5710756,127.0328597
3252777630,37.5708806,127.033092
3252777631,37.5721944,127.0261988
3252777633,37.573894,127.02542
3252777635,37.5743227,127.02572
3252777639,37.5730378,127.0261687
3252777641,37.5735258,127.0251412
3252777642,37.5729059,127.0261741
3252777644,37.5728612,127.0276784
3252777645,37.5748572,127.0277897
3252777647,37.5768385,127.0275254
3252777648,37.5760743,127.0263533
3252777649,37.5762556,127.0276088
3298389503,37.5873758,127.0615131
3298389504,37.5881581,127.0613804
3298394712,37.5897022,127.0585523
3335658977,37.5988232,127.0541207
3339251699,37.5910104,127.0565953
3339251702,37.5968429,127.0514997
3356142961,37.5969554,127.0547667
3356142962,37.5970848,127.0544867
3356142970,37.5969086,127.0544435
3356142981,37.5968285,127.0547879
3356208817,37.5959185,127.0546096
3356208821,37.5978697,127.0540981
3356208823,37.5979701,127.0533666
3356208831,37.5977094,127.0544343
3356208832,37.5976577,127.0544318
3356208864,37.5978952,127.0545374
3356208868,37.5958763,127.0551489
3356208876,37.5978734,127.0541623
3356208888,37.5977674,127.0546284
3356235196,37.5973138,127.0514697
3356235197,37.5989238,127.0515119
3356235204,37.5958172,127.0551784
3356235207,37.5958517,127.0553163
3356235211,37.5974968,127.0520898
3356293743,37.5979424,127.054974
3356293749,37.597411,127.0549277
3356293752,37.5975993,127.0546238
3356325632,37.5937805,127.0525647
3356325634,37.5936583,127.0526766
3356325638,37.5940704,127.0524185
3365188136,37.5972992,127.0569386
3365188138,37.5954554,127.0568765
3365188151,37.5932703,127.0563089
3365331576,37.5975013,127.0609198
3365331577,37.6000825,127.0574738
3365345920,37.5932873,127.0552838
3365345922,37.5947158,127.0583188
3365345927,37.5918838,127.0545761
3365345930,37.5927249,127.0530507
3365345932,37.5951691,127.0581546
3365345936,37.5929235,127.0572141
3365345938,37.5927341,127.0550444
3365345940,37.5929089,127.0560808
3365345942,37.59334,127.0505789
3365345943,37.5918445,127.0508727
3365345944,37.5912987,127.0541517
3365345945,37.5931258,127.0552694
3365345946,37.5915408,127.0526003
3365345947,37.5927338,127.0577535
3365345954,37.5934275,127.0558935
3365345955,37.5921812,127.0567091
3365345956,37.5920147,127.0541682
3365345957,37.592446,127.0529508
3365345958,37.5927728,127.055873
3365345961,37.5908658,127.0536748
3365345964,37.59344,127.0551621
3365345965,37.5918921,127.0498511
3365345966,37.5924763,127.0560087
3365345968,37.5928871,127.0506986
3365356807,37.5957962,127.0532158
3365357421,37.5992089,127.0576608
3369129896,37.5926943,127.0536311
3369129897,37.5936959,127.0563277
3369129904,37.5952783,127.059095
3369129906,37.5894371,127.0484683
3369129908,37.5953829,127.0595336
3369129911,37.5933691,127.0529886
3369129912,37.5951782,127.0593706
3369129913,37.5908869,127.0497541
3369129915,37.5948559,127.0588525
3369129917,37.5955379,127.058147
3369129918,37.5935822,127.0583268
3369129919,37.5933665,127.0500879
3369129922,37.59482,127.0591677
3369129924,37.5949426,127.0582222
3369129927,37.5944565,127.0589166
3369129930,37.5933479,127.0526783
3369129932,37.5918665,127.0504493
3369129933,37.5949746,127.0578661
3369129934,37.5913343,127.0540581
3369129935,37.6002839,127.0550285
3369129936,37.5923324,127.0542164
3369129939,37.5937653,127.0577516
3369129942,37.5946702,127.0563794
3369129946,37.5898176,127.0493497
3369129947,37.5945692,127.0567552
3369129949,37.5902231,127.0502488
3369129950,37.5922949,127.0532861
3369129951,37.5982155,127.0553508
3369129953,37.594784,127.0573755
3369129955,37.5952815,127.0585621
3369129956,37.59297,127.0533177
3369129957,37.5927321,127.0506646
3369129959,37.593786,127.0496012
3369129965,37.5947694,127.0571888
3369129966,37.5989548,127.0552453
3369262914,37.5975778,127.055907
3369262928,37.5982614,127.0558132
3369262940,37.5968098,127.0539368
3369262941,37.5948397,127.0527409
3369262948,37.5976507,127.056973
3369262955,37.5961881,127.0543141
3369262962,37.5966046,127.0545723
3369262973,37.5939355,127.0524246
3369265802,37.5938333,127.0531232
3369265806,37.596322,127.0544597
3369265807,37.59484,127.0526444
3369265813,37.5966514,127.0542156
3369265824,37.5944953,127.0529542
3369302108,37.5928265,127.0511433
3369302109,37.5928989,127.0525935
3369302112,37.5930293,127.0518231
3369302113,37.5967693,127.0568028
3369302115,37.5926893,127.0519798
3369302116,37.5917453,127.0512944
3369302121,37.5931277,127.05055
3369302123,37.5971882,127.0562944
3369302124,37.5976202,127.0562409
3369302129,37.5941701,127.0597718
3369302130,37.599815,127.0551034
3369302133,37.5942511,127.0602662
3369302134,37.5916775,127.0517108
3369302136,37.5927691,127.0515303
3369302137,37.5938776,127.0590669
3369302138,37.5983008,127.0561563
3369302139,37.5940038,127.0586164
3369547757,37.5932319,127.0538102
3369547758,37.592995,127.0555376
3369547762,37.5926055,127.054525
3369547763,37.5933009,127.0550776
3369547766,37.5929753,127.0546907
3369547771,37.59322,127.0548891
3369547772,37.593541,127.0538414
3369547773,37.5938199,127.0533375
3369547774,37.5927702,127.0548443
3369547778,37.5929848,127.0552293
3369547780,37.5932731,127.0532031
3369547782,37.5927304,127.0537378
3369547785,37.5923002,127.0547488
3369547789,37.5939828,127.0539283
3369547790,37.5933297,127.0541515
3369547791,37.5928716,127.0539642
3369547792,37.5927103,127.0552676
3369547794,37.5933308,127.0532709
3369547796,37.5928246,127.0553336
3369547802,37.5933988,127.0533128
3369547803,37.5914275,127.0507672
3369547808,37.5933812,127.0538954
3369547816,37.5929306,127.0537417
3369547817,37.592777,127.0500361
3369547819,37.5932778,127.0542199
3369547824,37.5941882,127.0539709
3369547827,37.5926666,127.0541125
3369547830,37.5926393,127.0500159
3369547831,37.5930868,127.0546545
3369547832,37.5937143,127.0535968
3369547834,37.5928981,127.0540887
3369547837,37.5933414,127.0536037
3371748546,37.5954483,127.0524691
3371748547,37.596149,127.0515309
3371748553,37.5965761,127.0527299
3371748562,37.5954359,127.0527669
3371748563,37.5953767,127.0527155
3371808260,37.597751,127.0558793
3371808261,37.5977151,127.0555341
3371808262,37.5982291,127.0554617
3371808263,37.598114,127.054211
3371808264,37.5988676,127.0545046
3371808265,37.598146,127.0545844
3371808266,37.5989037,127.0548898
3371808267,37.5981886,127.054992
3371808268,37.5975166,127.0549671
3371808273,37.5972104,127.0532948
3371808277,37.5965553,127.0535957
3371808287,37.5964578,127.05357
3371808289,37.5964806,127.0534277
3371915018,37.5929445,127.0531597
3371993089,37.595413,127.052013
3371993090,37.5948449,127.052855
3371993092,37.5944878,127.0528687
3371993193,37.5950325,127.0528296
3371993201,37.5960779,127.0519261
3371993266,37.5963488,127.0522491
3371993267,37.5965984,127.0526937
3371993269,37.5971414,127.0523204
3372045536,37.5977838,127.0545539
3372045651,37.5933349,127.0536904
3372045652,37.593185,127.0536911
3372133674,37.5971329,127.0586574
3372133678,37.597883,127.0585946
3372133681,37.5969334,127.059091
3372133682,37.5969185,127.0586632
3372133683,37.5962466,127.0587133
3372133684,37.5962283,127.0582926
3372133686,37.597809,127.057954
3372133687,37.5982274,127.0579314
3372133688,37.5982157,127.0575564
3372138520,37.5778968,127.0308043
3372138523,37.5781473,127.0303945
3372138526,37.5776728,127.0300267
3372138527,37.5775612,127.0300815
3372138530,37.5774009,127.0304905
3372138532,37.5778079,127.0309328
3372138533,37.5782007,127.0341411
3372138534,37.5780726,127.0341403
3375132824,37.588913,127.0543791
3375132828,37.5908834,127.0513898
3375132829,37.5908996,127.0507133
3375132842,37.5902931,127.054549
3375132843,37.5909902,127.052596
3375132844,37.591032,127.0553717
3375132845,37.5913346,127.0545902
3375132846,37.5914543,127.0542795
3375132847,37.5905977,127.0542027
3375132852,37.590439,127.0523301
3375132859,37.5910073,127.0497563
3375132862,37.5907331,127.050027
3375132867,37.5922755,127.0480924
3375132868,37.5906432,127.0499397
3375132869,37.590469,127.0496713
3375132871,37.5903259,127.0493816
3375132872,37.590241,127.0490766
3375132874,37.5900721,127.0487622
3375132878,37.5895042,127.0486298
3375132885,37.5917991,127.0534676
3375132886,37.5919709,127.0528375
3375132887,37.5938791,127.0500072
3375133593,37.5944337,127.0498068
3375133594,37.5945537,127.0563522
3375133674,37.5960295,127.0553774
3375133682,37.5961983,127.0526712
3375133684,37.5962666,127.0526359
3375133687,37.5963309,127.0526015
3375133688,37.5964509,127.052538
3375133689,37.5968018,127.0567631
3375133690,37.5961937,127.0558599
3375133691,37.5969688,127.0565287
3375133692,37.5965938,127.0558696
3375133793,37.597731,127.0571777
3397104492,37.5972899,127.0536965
3397105809,37.5954208,127.0517132
3397105833,37.5961098,127.052349
3402966106,37.5619511,127.06513
3402966107,37.5616359,127.0653225
3402983942,37.5668541,127.0530504
3402983945,37.5678425,127.0517006
3402983946,37.567437,127.0522558
3431343629,37.5968826,127.0521429
3431343636,37.5965679,127.0520777
3431343646,37.5970808,127.0536182
3785302808,37.5623843,127.0689786
3785302813,37.563368,127.0695613
3785302816,37.5636014,127.05855
3785302820,37.5649585,127.0705002
3785302822,37.5655633,127.0708332
3785302825,37.5660131,127.0676898
3785302826,37.5660927,127.0625696
3785302837,37.5677469,127.0669942
3785302838,37.56764,127.0716115
3785302842,37.5683894,127.0658675
3785302843,37.56838,127.0547506
3785302844,37.5687451,127.0651183
3785302845,37.5692077,127.0654726
3785302846,37.5692259,127.0657237
3785302851,37.5698325,127.0658451
3800707867,37.5618268,127.0699531
3800707875,37.5620882,127.0611565
3800707883,37.562107,127.0694633
3800707891,37.5623442,127.0642407
3800707896,37.562427,127.0635782
3800707901,37.5624943,127.0677138
3800707902,37.5625051,127.0630679
3800707910,37.5626013,127.0624393
3800707913,37.5626722,127.068475
3800707917,37.5627447,127.071175
3800707920,37.5627744,127.061308
3800707921,37.5627817,127.0672031
3800707923,37.5628882,127.0581813
3800707926,37.5628823,127.0638854
3800707928,37.5629483,127.0706353
3800707929,37.5629502,127.0679841
3800707931,37.562972,127.0600174
3800707936,37.5630797,127.0656616
3800707938,37.5630799,127.0625647
3800707941,37.5631167,127.0666118
3800707945,37.5631636,127.0700647
3800707947,37.5631932,127.0618952
3800707949,37.5632112,127.0641149
3800707951,37.5632264,127.067495
3800707958,37.5633966,127.0613343
3800707961,37.563394,127.0649482
3800707965,37.5635128,127.0596115
3800707966,37.5635552,127.0669157
3800707969,37.563574,127.0690135
3800707970,37.5636172,127.0622815
3800707973,37.5636831,127.0644439
3800707978,37.5637453,127.0631517
3800707979,37.5637487,127.0607099
3800707980,37.5637498,127.0717759
3800707982,37.5637744,127.0684728
3800707988,37.5638973,127.0617887
3800707992,37.5639235,127.0589162
3800707993,37.5639678,127.0712435
3800707997,37.564027,127.0626549
3800707999,37.5640487,127.0601779
3800708003,37.5641576,127.0647747
3800708005,37.5641792,127.0706772
3800708007,37.5641929,127.0635542
3800708008,37.5641995,127.0673623
3800708011,37.5642783,127.0606325
3800708014,37.5643071,127.0621607
3800708015,37.5643064,127.0655826
3800708017,37.5643531,127.0605056
3800708018,37.564346,127.0721235
3800708019,37.5643784,127.0701533
3800708020,37.5643902,127.0609415
3800708023,37.5644355,127.0596159
3800708025,37.5644917,127.0602794
3800708027,37.5645133,127.0623478
3800708029,37.5645197,127.0606723
3800708030,37.5645564,127.0606502
3800708031,37.5645695,127.0696081
3800708034,37.5645942,127.0651088
3800708035,37.5646299,127.0639472
3800708036,37.5646369,127.0605222
3800708037,37.5647348,127.0608311
3800708039,37.5647741,127.0690656
3800708040,37.5649062,127.0634241
3800708045,37.5650384,127.0643419
3800708046,37.5650789,127.0572526
3800708048,37.5651768,127.0680397
3800708049,37.5651863,127.0629586
3800708051,37.5654706,127.0673014
3800708053,37.5655883,127.0633124
3800708055,37.5665307,127.0593217
3800708061,37.5696608,127.0504495
3807500732,37.5731152,127.0609139
3807500734,37.5731256,127.0586108
3807500735,37.573135,127.058299
3807500736,37.5731491,127.0579901
3807500740,37.5732212,127.06015
3807500743,37.5732763,127.0609435
3807500744,37.5732888,127.0593004
3807500746,37.5733077,127.0612815
3807500747,37.5733097,127.0586368
3807500750,37.5733448,127.0579973
3807500753,37.5734102,127.0660131
3807500755,37.5734197,127.0609973
3807500756,37.5734467,127.0583171
3807501163,37.5735289,127.0601472
3807501166,37.5735507,127.059805
3807501171,37.5735825,127.0586458
3807501172,37.57358,127.0589393
3807501174,37.5737199,127.058659
3807501176,37.5737599,127.0580135
3807501182,37.5739455,127.066508
3807501184,37.5741638,127.0614092
3807501190,37.5743465,127.0660773
3807501196,37.5749049,127.0616494
3807501209,37.5751043,127.0670703
3807501212,37.5752525,127.067111
3807501214,37.575305,127.0667301
3807501221,37.575475,127.0671828
3807501222,37.5755083,127.0601726
3807501226,37.5757578,127.0667767
3807501227,37.5758677,127.06708
3807501228,37.5757142,127.0616002
3807501229,37.5758789,127.0585587
3807501231,37.5759573,127.0586889
3807501233,37.575947,127.066754
3807501246,37.576269,127.0670375
3807501247,37.5762827,127.0582107
3807501248,37.5762961,127.0582815
3807501250,37.576301,127.058585
3807501256,37.5764509,127.066385
3807501357,37.5764672,127.0665771
3807501358,37.5765119,127.0670149
3807501369,37.5770197,127.0671588
3807501373,37.5773958,127.0672738
3807501374,37.5775414,127.0668073
3807501377,37.5776646,127.0664128
3807501382,37.5777945,127.0673966
3807501383,37.5778069,127.0668965
3807501386,37.577914,127.0664713
3807501393,37.5782249,127.0670889
3807501396,37.5783741,127.0665614
3817459252,37.5827162,127.0316022
3817459254,37.5827609,127.0332267
3817459255,37.5827762,127.0338579
3817459357,37.5828168,127.035039
3817459370,37.5829898,127.0305858
3817459372,37.5830467,127.0312191
3817459373,37.583062,127.0350895
3817459378,37.5831864,127.0306576
3817459379,37.5832453,127.034791
3817459381,37.5833547,127.0348928
3817459384,37.5834045,127.0301933
3817459388,37.5835167,127.0339918
3817459389,37.583519,127.0344995
3817459393,37.5835962,127.0346408
3817459405,37.5837493,127.0345272
3817459406,37.5837561,127.0305115
3817459409,37.5837812,127.034075
3817459411,37.5838411,127.0336393
3817459414,37.5838708,127.0339102
3817459422,37.5839655,127.0324495
3817459424,37.583973,127.0335201
3817459428,37.5839995,127.0307279
3817459433,37.5841389,127.0317411
3817459442,37.5842084,127.0352898
3817459448,37.5842783,127.0352947
3817459462,37.5843641,127.0310521
3817459463,37.5844038,127.0341737
3817459470,37.5844724,127.0327853
3817459485,37.5845949,127.0329051
3817459487,37.584722,127.0330096
3817459488,37.5847689,127.0322635
3817459492,37.5848943,127.0331514
3817459493,37.5849108,127.0342702
3817459499,37.5849951,127.0324854
3817459502,37.5850357,127.0354311
3817459512,37.5851762,127.0333799
3817459514,37.5852005,127.0339449
3817459517,37.5852264,127.0342322
3817459522,37.5852604,127.0326945
3817459538,37.5854744,127.0345149
3817459540,37.585504,127.034397
3817459541,37.5855306,127.0342775
3817459543,37.585579,127.0340599
3817459546,37.5856339,127.0356942
3817459548,37.5856504,127.0344408
3817459549,37.5856522,127.0337194
3817459563,37.5859394,127.0344778
3817459565,37.5859668,127.0353665
3817459572,37.5864387,127.0336084
3817459573,37.5864678,127.0344522
3817459574,37.5865337,127.0359353
3828635882,37.591232,127.0367939
3828635883,37.5912396,127.0370709
3828635884,37.5912484,127.0374699
3828659057,37.5785476,127.0328726
3828659065,37.5792737,127.0324815
3828659070,37.5794496,127.0330304
3828659078,37.5797545,127.0252462
3828659082,37.5798776,127.0312588
3828659086,37.5800059,127.0316292
3828659087,37.5800397,127.0306066
3828659090,37.5801055,127.0300177
3828659093,37.580131,127.0276247
3828659099,37.5803077,127.0274359
3828659100,37.5802782,127.0320526
3828659102,37.5803434,127.0266516
3828659104,37.580413,127.0325326
3828659107,37.5805319,127.0304826
3828659112,37.580638,127.0270801
3828659118,37.5807223,127.0292644
3828659122,37.5807547,127.0285468
3828659125,37.5807945,127.0306316
3828659131,37.5809385,127.0283471
3828659134,37.5810168,127.031768
3828659138,37.5810851,127.0281879
3828659139,37.5811148,127.0305718
3828659140,37.5811293,127.0311052
3828659142,37.5811541,127.0291644
3828659145,37.5812361,127.0298001
3828659146,37.5812429,127.0280144
3828659148,37.581272,127.0301695
3828659151,37.5812964,127.0305371
3828659257,37.5813529,127.0316362
3828659262,37.5813523,127.0330085
3828659263,37.5813839,127.0322894
3828659266,37.5813637,127.0326776
3828659267,37.5813682,127.0325648
3828659270,37.5814386,127.0290989
3828659275,37.5814959,127.0331271
3828659276,37.5814706,127.0297639
3828659298,37.5818738,127.0289182
3828659301,37.5820354,127.0338924
3828659304,37.5821201,127.0323058
3828659307,37.582185,127.0326913
3828659311,37.5823236,127.0336215
3828659313,37.5823689,127.0332903
3828659314,37.5823721,127.030474
3828659318,37.58239,127.0314531
3828659319,37.5824126,127.0321202
3828659322,37.5824713,127.0326731
